X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypeOfSteel_A300,TypeOfSteel_A400,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas,Defect_Type
8,288,9,1002,18296,270,1127,1650447,71,203,1519,0,1,83,0.29487524817008715,0.14618211244184764,0.4113071592568392,0.12712147609462884,0.3670199597165882,0.08343735984213387,0.1871577974029719,9.814492390964565,5.638354669333745,6.901737206656574,0.5668086887405225,1.0,0.4537556392872478,Other_Faults
174,232,482,1623,5029,66,1011,783687,31,190,1449,0,1,99,0.8689240405075283,0.22386840060070928,0.49389276010744365,0.040931925767019935,0.37805782161903756,0.19151156883650228,0.12845988447768442,8.523175263093785,4.07753744390572,7.040536390215956,-1.0,1.0,0.18590750315089088,K_Scratch
486,775,4795,5106,25858,243,338,1914018,41,211,966,0,1,55,0.2933052062859194,0.17424870704117806,0.034711921373046684,0.1557179372724811,0.12704502543688598,0.33012477773782656,0.0701136245731299,10.160413981817907,5.66988092298052,5.7430031878094825,0.209318874196416,1.0,0.5400177187543297,Other_Faults
49,125,3061,4906,8260,70,1721,704249,29,187,1461,1,0,104,0.84668153455886,0.10966727836087115,0.20473892650260195,0.12680673401885686,0.42872257756043475,0.05043283791579331,0.09025593250597652,9.019300924562506,4.343805421853684,7.520776415062797,-0.2916781043163887,1.0,0.27275309383647706,K_Scratch
29,275,4443,5079,7951,211,761,657541,64,209,948,1,0,63,0.6838014130533601,0.3143446471738828,0.06385674181761741,0.2478202890757585,0.4128112350681544,0.2980606442100418,0.010848114157428633,8.98117874833641,5.5093883366279774,6.456769655572163,-0.8211783014706806,1.0,0.2652570700058158,K_Scratch
65,435,340,1119,8796,434,795,709177,22,205,995,1,0,60,0.5754485584493327,0.2239372190170406,0.49607900741165634,0.2554274873235287,0.18340420574293434,0.3757083251253707,0.034909919365642826,9.082166033252674,5.916202062607435,6.659293919683638,0.10938006317460236,1.0,0.28539944400029665,Bumps
215,382,133,1233,10421,186,1014,1162418,72,194,1204,0,1,93,0.31522980273134443,0.17113490428822495,0.48780510042995745,0.1922916232035996,0.4289922254537444,0.09638363545964695,0.2586043446817868,9.25167423546916,5.123963979403259,7.00397413672268,0.09249191237645683,1.0,0.32118621773692646,Bumps
109,454,4917,5164,24906,300,247,1100582,7,200,1336,0,1,67,0.4084974887345661,0.388037756403627,0.216248939165066,0.09354483992557787,0.30245674513609766,0.20382909102151858,0.03169940527852317,10.122904167442703,5.846438775057725,5.5134287461649825,0.05890782630701924,1.0,0.5306874226781694,Other_Faults
253,392,2710,3186,5096,132,488,689989,33,189,1144,1,0,99,0.6351060934937516,0.2668242129926557,0.14867752411841945,0.12910115325267635,0.16826590341999936,0.0761204350179786,0.23480881222324476,8.536407410340042,4.941642422609304,6.1675164908883415,-0.730930663364263,1.0,0.18791846287489974,K_Scratch
399,660,608,1901,9982,274,1152,735130,51,215,923,1,0,74,0.29340407400026125,0.36031147533416336,0.22489232441066126,0.05838675354622952,0.24710374035091587,0.1949454133851245,0.24826136867006227,9.208638925336425,5.568344503761097,7.165493475060845,0.03731185380039084,1.0,0.3118764950341552,Bumps
182,577,2293,3044,25271,357,829,1785824,57,218,864,0,1,71,0.48689372494016325,0.08840766953712623,0.2739797444868465,0.13631320036798825,0.4377428330958464,0.08432890327448561,0.14647234110653345,10.137452342481922,5.981414211254481,6.62273632394984,-0.2329846753574531,1.0,0.5343090854074769,Other_Faults
251,342,4839,6099,3672,86,1206,547117,12,243,816,1,0,76,0.8713489681807527,0.2031610934193872,0.1273353110230256,0.25226147382777675,0.11537053958493,0.36561669724739826,0.13844323938742023,8.208764045819667,4.5217885770490405,7.13966033596492,-0.9362467096561162,1.0,0.14292125872679534,Z_Scratch
442,665,2247,3201,7115,233,788,521447,44,248,1215,1,0,110,0.7204802996624106,0.0645855152108345,0.04239600802290161,0.21489701641880468,0.12883373439946935,0.07493985471784051,0.003632542570466235,8.870101048785726,5.4116460518550396,6.86171134048073,-1.0,1.0,0.24417974958275818,Z_Scratch
138,358,2546,3095,8502,207,529,1182419,7,243,937,1,0,87,0.4544668894851936,0.3646152884021824,0.39124246228196896,0.06835272526293298,0.490396339839517,0.28357263931624993,0.00312830981922092,9.048174321385792,5.3981627015177525,6.309918278226516,-0.15439396329660024,1.0,0.27851781151855004,Bumps
104,282,4312,4699,11123,176,448,935861,9,200,1475,1,0,54,0.48992246290071245,0.220105426042139,0.46014859060970387,0.1562304425502638,0.34659989075803344,0.10482345294083292,0.013120687763990845,9.316860215353856,5.187385805840755,5.961005339623274,0.2689863343526637,1.0,0.3355608958515046,Pastry
456,618,4583,6443,5820,165,1777,523282,43,211,1234,1,0,63,0.4681314081726159,0.3577440309992434,0.12921581014590905,0.16320497375482548,0.35442830549193005,0.12737218000880496,0.29351918364017876,8.669227347271736,5.093750200806762,7.528869256642251,-0.1593544950911689,1.0,0.20903158811260888,K_Scratch
150,395,1759,1971,22234,227,233,2099670,21,208,1580,1,0,76,0.2976504055213759,0.08215481069851566,0.48256487106349827,0.14651823901948188,0.16027044308395097,0.16983427261174128,0.12402493478857843,10.009422902944797,5.5053315359323625,5.3612921657094255,0.14103374370967467,1.0,0.5023557083057307,Other_Faults
2,202,1653,1681,25113,172,23,1875732,7,237,1455,1,0,75,0.524268177354266,0.39713348297227724,0.04958904979360795,0.12044829475838648,0.42002838747966387,0.1214124721201146,0.16652548479068588,10.13118073854891,5.303304908059076,3.367295829986474,-0.37801393074765444,1.0,0.5327482360763334,Other_Faults
410,485,2159,3205,18239,76,1056,1633951,57,233,811,0,1,81,0.6683262543202528,0.31469263026200844,0.42098518574835436,0.14109571623053568,0.30082008539537886,0.09364991991898668,0.11561276491420854,9.811372263628323,4.330733340286331,6.953684210870537,0.5632218616817255,1.0,0.45298239217091846,Pastry
226,389,1828,3603,23714,157,1913,1937455,19,196,918,0,1,63,0.7321377285193413,0.07269875806903893,0.28999189371406564,0.16844537638785712,0.3242640377664684,0.2612206833087592,0.20294038116790866,10.073863038311682,5.099866427824199,7.4821189235521155,-0.18880516819896936,1.0,0.5184573687774671,Other_Faults
59,373,3390,5301,16251,269,2060,1810443,75,209,1113,1,0,80,0.3259360086459316,0.23210380192152896,0.18673129807208672,0.03671302719755338,0.394202242595015,0.1325501597002905,0.11142660056191372,9.695971257107617,5.752572638825633,7.555905093611346,0.13192998246166143,1.0,0.424572920114393,Other_Faults
117,427,4256,4666,10117,327,409,681768,46,254,936,1,0,60,0.46199777103171713,0.17678240457830097,0.16725564437096607,0.007859012559619438,0.1096767055565421,0.34109396528652075,0.08192124299184372,9.222071294851881,5.739792912179234,6.018593214496234,-0.39540669669973383,1.0,0.3147664691206245,K_Scratch
244,288,4676,6058,5174,43,1371,938317,20,253,1503,0,1,98,0.6642047227852181,0.06744470972402955,0.45195666513018734,0.27281705760251884,0.41208522537204095,0.05246022133476671,0.017184075323287005,8.55159461813357,3.8066624897703196,7.232010331664759,-0.039296103349239914,1.0,0.19024710061720318,Bumps
56,96,1619,3316,10754,39,1366,1099424,9,195,981,0,1,74,0.6739032853439283,0.07287815514753485,0.24378559683669215,0.01008408005498479,0.12506128138214181,0.36725310867054384,0.04177361133527855,9.28312604170183,3.713572066704308,7.437206366871292,0.01866291968722937,1.0,0.32808172969812177,Bumps
6,85,1422,2103,5454,84,807,1831517,14,227,998,0,1,70,0.30939815876123095,0.14105522683671792,0.3654104824903649,0.294389127149174,0.20261202497769915,0.2789611105159261,0.05942928982792203,8.604287898267172,4.382026634673881,6.525029657843462,-0.4999471931960965,1.0,0.1984974178863071,Other_Faults
344,694,4479,6420,20693,328,1641,803979,70,212,1392,1,0,76,0.40566881397801763,0.2977422840304191,0.27176910867132303,0.024517603724033474,0.2833202566114626,0.21964370049551646,0.04973236204898272,9.937599082164896,5.860786223465865,7.571473648851271,0.14569465407298726,1.0,0.48440483068224527,Bumps
367,501,3750,4869,4327,122,1247,601000,37,239,1370,1,0,48,0.6945199975122084,0.3552474950078668,0.27242387954225783,0.22752750536073332,0.40164307212646566,0.056280987498972146,0.037876134837784035,8.372860820526318,4.90527477843843,7.02108396428914,-0.892210866935363,1.0,0.16422264194984584,Z_Scratch
269,659,3048,3737,22756,465,763,1831166,41,185,1478,1,0,70,0.06939436371231406,0.08269279019135346,0.22053607912539186,0.058682781913354506,0.17468931830921658,0.08291263655199323,0.10700129224252942,10.032628069359218,5.968707559985366,6.536691597591305,-0.41123602021412387,1.0,0.5081562937596266,Other_Faults
71,135,4654,6598,9079,74,1969,1110219,41,239,1267,1,0,75,0.6044941226371742,0.35001273994956356,0.4530716273828832,0.08307134621334268,0.49340858908608887,0.09924903481706546,0.060604700520746985,9.11382947159534,4.174387269895637,7.573017256052546,-0.18653677380480585,1.0,0.29190072764601654,Bumps
259,634,1781,3601,13524,432,2041,1017291,62,200,1469,0,1,85,0.5084830229208592,0.08256067026100952,0.014682079551196159,0.2468875338664458,0.18390117907347256,0.1826594941766841,0.29203721699285196,9.512295103714683,5.929589143389895,7.507141079727608,-0.13171093529429007,1.0,0.3804343842828475,Bumps
485,628,2990,4387,12447,140,1317,1121565,2,209,1076,1,0,63,0.3383937011346375,0.17177949405375834,0.22517548945270632,0.22464790108899194,0.36045903395266965,0.26732499861745096,0.10571248398289632,9.429315246418172,4.969813299576001,7.242797922793756,-0.13090696041916475,1.0,0.36107883655372486,Other_Faults
270,626,930,1228,20513,302,319,1558402,27,226,1253,0,1,53,0.6301770414546943,0.12543545407696616,0.18018890996517378,0.02055162198809387,0.4052621165035558,0.1929072199658079,0.22777461991825285,9.928862858867356,5.877735781779639,5.700443573390687,0.08657416970499966,1.0,0.4822232106942356,Pastry
392,756,1787,2641,18807,422,905,1612558,5,202,1242,0,1,48,0.18579537503488533,0.12935563402322875,0.19080596993360005,0.038654613600076444,0.2651044517064104,0.3308240152057425,0.14372101893100536,9.842037590219906,5.8998973535824915,6.75110146893676,-0.11481307106685551,1.0,0.46059130770830337,Other_Faults
269,432,1750,2421,4545,186,615,419597,72,207,972,0,1,84,0.8504819799608535,0.26988333866214853,0.2663379433807775,0.19052673177291563,0.2799368831890237,0.1264551140091575,0.03607416795350269,8.422003004412488,5.099866427824199,6.51025834052315,0.017055666219305987,1.0,0.17107934337386418,Z_Scratch
264,593,3447,4276,7712,302,861,567206,58,220,1507,0,1,89,0.9065920058872887,0.3623058743488783,0.09266508976435722,0.023690748657248583,0.19580406796381525,0.3281023975450666,0.010401080017944996,8.950662495933999,5.799092654460526,6.721425700790643,-0.4789843510660456,1.0,0.25935233851264705,K_Scratch
324,637,1299,3201,40456,325,1609,3109498,64,187,1100,0,1,67,0.0,0.20210858630054912,0.3869398278650782,0.18057702930453948,0.4570093159819385,0.20518300503271575,0.1821268736156262,10.607994960666709,5.749392985908253,7.551186867296149,-0.20638016005115334,1.0,0.647483289945203,Dirtiness
156,344,4227,6083,27330,188,1562,2156092,21,224,1378,1,0,58,0.2603678208709894,0.2155139964838167,0.4919201564277189,0.08068768374794132,0.26278876385370553,0.3620180054682274,0.0008763097864086022,10.21577686808075,5.241747015059643,7.526717561352706,-0.06814636965333647,1.0,0.5537358849342647,Other_Faults
282,427,3451,3822,17182,172,345,972630,34,227,1548,1,0,70,0.4123659629401755,0.05192702970614729,0.0038320163246126637,0.06572064273055733,0.11468854500032846,0.08780901394574199,0.10165819480162548,9.751675801946746,4.983606621708336,5.918893854273146,-0.5372654498394792,1.0,0.4382360139748675,Other_Faults
317,432,2429,2671,8766,110,202,801067,40,196,1588,0,1,77,0.798869124724179,0.060383878072658936,0.3377101037735446,0.013456070407070597,0.2802388075932536,0.37529934306558993,0.04956118180135505,9.078749951588586,4.7535901911063645,5.493061443340548,-0.05582958333743354,1.0,0.28470325680192016,K_Scratch
71,189,3339,3793,3935,109,512,414486,17,245,1123,1,0,70,0.7881894614101587,0.08229967722564004,0.29816075943018416,0.16487509701664307,0.46012850722970866,0.19148390537547322,0.09632432912611504,8.277920258172143,4.77912349311153,6.12029741895095,-0.27432189707754845,1.0,0.15160347368805457,Z_Scratch
284,398,201,660,16842,131,477,2064681,13,230,917,0,1,86,0.44306862478027365,0.30339056941313286,0.060279208201845125,0.2707359921857525,0.12657753774230995,0.23688861539171735,0.0426411371380373,9.731690419198387,4.74493212836325,6.131226489483141,-0.10996899719333825,1.0,0.4333221374565526,Other_Faults
418,662,1856,3200,18751,251,1098,1559946,24,202,1207,0,1,56,0.37471155687838764,0.3481444329058817,0.20194893208506187,0.023284393419432257,0.31701374741290056,0.3516098732214034,0.1770856628859479,9.83905569237674,5.501258210544727,7.20414929203594,-0.29430640770502925,1.0,0.4598505518662288,Other_Faults
194,359,3243,4099,16628,182,718,1001773,74,227,1471,1,0,67,0.3887633733017472,0.18754097887085197,0.2629062994366619,0.15350441597445352,0.16625133881130616,0.27600917853346435,0.013433535151400467,9.718903438087914,5.111987788356544,6.75343791859778,-0.031704015210608755,1.0,0.43018495982614874,Other_Faults
401,536,4912,5802,1826,144,927,276565,75,244,830,1,0,71,0.5327878439012665,0.08475577096379254,0.10443203535286999,0.2776911990076007,0.26566008973129074,0.18840199379752004,0.0939618783210522,7.510430556378006,4.912654885736052,6.792344427470809,-0.5706972433319162,0.865611467452758,0.07659264342197881,Z_Scratch
425,556,2172,3754,11853,154,1464,634800,5,247,1585,1,0,72,0.46424998252455557,0.2624070695519255,0.07579214643493998,0.009281293419402592,0.48829686147089923,0.32073861203709736,0.29403269772413004,9.380420642347783,4.882801922586371,7.367077059881012,0.8898773310789554,1.0,0.3498771260050683,Bumps
364,715,4916,6328,9166,398,1330,1703559,45,200,1099,0,1,84,0.1031050284436319,0.25316366034779364,0.06959835067284775,0.13321312476066086,0.35049372856842553,0.221114241127358,0.12053364019629727,9.123365357961776,5.863631175598097,7.253470382684528,0.12437307683526014,1.0,0.29387564883944955,Other_Faults
249,533,4260,5268,10642,272,822,893752,16,215,1458,0,1,78,0.9153675050394929,0.35448920587668975,0.06532617191173146,0.23715293828246548,0.14992832558673932,0.3279737318922919,0.08273027047540708,9.272657678041044,5.652489180268651,6.9167150203536085,-0.5373853388570389,1.0,0.3257782072975267,K_Scratch
303,420,4959,5550,5185,121,561,464140,22,194,1514,1,0,65,1.0,0.3529520009685933,0.4903696717917147,0.12227526257214508,0.4310075688425212,0.3175847281291512,0.17205868543667197,8.55371796609861,4.770684624465665,6.3835066348840055,-0.5809155594672009,1.0,0.19057442420339973,K_Scratch
351,688,2490,3336,16196,338,888,853997,30,201,1148,1,0,99,0.615173364337093,0.09705229529284265,0.14969779418584062,0.10761465762510404,0.421774883071802,0.14756595534509356,0.06321148916016095,9.692581318886397,5.823045895483019,6.741700694652055,-0.06068400152762349,1.0,0.42374493424928067,Bumps
134,210,1088,2413,10055,86,1452,663206,4,239,927,0,1,66,0.7376754824178964,0.26476143998311047,0.04430235698483953,0.14628834290016327,0.13105973386864203,0.19264006086135083,0.12213194673768829,9.215924750270084,4.343805421853684,7.189922170745808,-0.36510322801224493,1.0,0.31344224176272,K_Scratch
258,455,4044,5762,11312,212,1378,776601,15,245,1456,0,1,77,0.544246038820675,0.21739095946832826,0.07259825644233014,0.213033016926512,0.36674176840570716,0.12388936490814767,0.25902023005710056,9.333707785926467,5.288267030694535,7.449498005382849,-0.3777803253030825,1.0,0.339327572602025,Bumps
119,510,1050,2713,15454,363,1647,1738281,52,192,1332,0,1,53,0.6040987893757976,0.09302223746288565,0.4443295401326993,0.1509251852339509,0.27973989681585687,0.25505267595873177,0.18743515883682074,9.645687854566217,5.971261839790462,7.416979621381154,-0.4926461197357336,1.0,0.41233712909225095,Other_Faults
13,200,1011,1073,26572,209,63,1754181,62,183,1004,0,1,53,0.4334874498847753,0.22384339798628133,0.14213704646375835,0.04014850889990794,0.3518230787566946,0.06901621218801635,0.22459357023786,10.187650941676283,5.236441962829949,4.143134726391533,-0.13785700966646997,1.0,0.5467755574144513,Stains
95,318,2341,2559,8036,183,247,471232,10,244,1418,0,1,91,0.8104412393236972,0.2501332072625038,0.45359991078031114,0.2828951450448127,0.26895380887372233,0.1820597814922133,0.28089634619074705,8.991811158212718,5.4116460518550396,5.389071729816501,-0.44311156300836424,0.8619697508331094,0.26733444689495317,K_Scratch
470,697,1948,2886,19380,266,1067,2170864,54,189,974,0,1,73,0.24599518280177088,0.11398253282991518,0.13921970412521728,0.03888019535863258,0.37044329256576447,0.3803938068771234,0.08069040947861579,9.872048483700748,5.429345628954441,6.844815479208263,0.7223403707062193,1.0,0.4680556906341936,Stains
292,599,1124,2659,10522,363,1535,575132,17,250,812,1,0,50,0.1252928624534384,0.30187883581368563,0.18558080739287092,0.26092895300451324,0.3921985443835161,0.2766996098720225,0.2388721786688563,9.261318616740812,5.730099782973574,7.336936913707618,0.5015865203171352,1.0,0.3232925562077566,Bumps
291,574,939,2121,9614,303,1166,575337,64,200,1051,0,1,66,0.6255810640891559,0.08902927431244675,0.25793095135616406,0.08027780301839145,0.4341920902968778,0.05514268602923385,0.11372821460158085,9.17107965802288,5.648974238161206,7.075808863978387,-0.5685799746020056,1.0,0.303873406572021,K_Scratch
408,804,2158,2781,5613,400,646,597110,59,244,918,1,0,71,0.5201200344306411,0.09603139342073228,0.4285647799281411,0.17260662097546678,0.13055397799658242,0.18390311324972242,0.11032009524153297,8.633018756921828,5.983936280687191,6.436150368369428,-0.7157730013888899,1.0,0.2031080098894281,K_Scratch
223,385,32,96,18434,163,60,1017084,11,195,1519,0,1,80,0.6986878902465282,0.3577392901962346,0.3377900459751299,0.16408897541141643,0.4319052481150579,0.2621512977267179,0.0873432743355537,9.822006310668245,5.093750200806762,4.174387269895637,-0.2415578783300391,1.0,0.45561868898892327,Other_Faults
103,307,3996,4494,22018,239,518,1646571,43,183,1401,1,0,64,0.30313297324439425,0.38696892258862214,0.03780252030837539,0.1097042244784114,0.19015250720270635,0.11854157944699452,0.042240884667802826,9.999660995984785,5.3230099791384085,6.212606095751519,0.11921027171560504,1.0,0.4999152489970079,Stains
300,648,460,2186,16613,351,2006,1025480,27,254,1290,0,1,94,0.4144847095553911,0.15167657698499715,0.2349941340789683,0.2670423412188044,0.383088540107011,0.07177112915764597,0.044190913283691104,9.718000992399016,5.855071922202427,7.454141078146678,-0.22672403484434137,1.0,0.4299637610018904,Bumps
433,668,2783,4389,4766,277,1902,465465,61,253,1101,0,1,82,1.0,0.3523865532572536,0.24066668826783244,0.269302401803387,0.36973959160938763,0.097949672068785,0.29849441079752786,8.469472455204826,5.4638318050256105,7.382124365737512,-1.0,1.0,0.17791651279857845,Z_Scratch
491,570,3752,4033,5746,83,280,1724343,55,243,1498,1,0,49,0.41817203527748453,0.21063721778205452,0.4596937022863363,0.0528286413991784,0.18558281547529476,0.05456034871497931,0.004257014818730154,8.656433258507741,4.382026634673881,5.641907070938114,0.0605424306365962,1.0,0.20692412111831626,Other_Faults
124,487,1296,1924,24556,347,741,1465412,7,244,1226,0,1,78,0.48434749309348873,0.26107250715968083,0.41770391542106294,0.23532625740102528,0.25079421677051206,0.24319660574225238,0.24142593659690845,10.108752224963046,5.8971538676367405,6.444131256700441,0.025179034357455804,1.0,0.5271612916945673,Other_Faults
431,531,2837,3459,20361,89,597,1003773,12,224,809,1,0,60,0.16504754005538616,0.37183585862961743,0.496627507711482,0.013473389698684756,0.4044031693981568,0.18010342324082013,0.117737455868844,9.921425697667141,4.61512051684126,6.434546518787453,-0.025746425027138697,1.0,0.48036652467131,Other_Faults
112,480,3674,5565,5225,346,2108,440647,67,244,913,0,1,56,0.7021409601754651,0.12729847403705313,0.019464981662833725,0.010805645487427917,0.17008870884233096,0.3533696240771001,0.08474362319310799,8.561401446080557,5.910796644040527,7.545389749611823,-0.8861818258189934,1.0,0.19176246433436034,Z_Scratch
138,459,660,768,12381,298,122,1031492,59,250,1102,0,1,106,0.3891884988579332,0.21671750665538458,0.2487699260730511,0.061404032717185184,0.3364521213034066,0.11514756421367178,0.09946940972015812,9.423999084079178,5.7745515455444085,4.6913478822291435,-0.009869461795478485,1.0,0.35985330104049046,Bumps
474,807,270,700,22663,327,360,1837288,23,183,1089,0,1,83,0.3093262586829928,0.15151021777711707,0.4655049854426499,0.11754718898505,0.3186802082227074,0.23620758764448813,0.177129326946808,10.028533041510352,5.811140992976701,6.066108090103747,-0.1146428764316106,1.0,0.5071327764642292,Other_Faults
312,459,2727,3127,18958,129,321,1292879,2,230,1141,0,1,63,0.2551363876590611,0.3061036577974745,0.32031779640129326,0.12478317137455651,0.4036275757033503,0.2633708540799157,0.2688122398971657,9.85003403180204,4.997212273764115,5.993961427306569,-0.2712014045839976,1.0,0.46257861493920877,Other_Faults
434,649,4591,6003,9762,257,1358,705804,53,200,1552,1,0,63,0.6627977213847537,0.2982622899654134,0.08366065200053019,0.23418951522766712,0.33350911220564466,0.38327762499415813,0.012726689462067509,9.186355009225672,5.375278407684165,7.253470382684528,-0.7424797164922778,1.0,0.30711431462918554,K_Scratch
435,555,152,1820,9561,132,1402,374537,64,242,1528,0,1,84,0.6225205071919419,0.33962721195562745,0.3486046909548184,0.21429799072049927,0.2846864575252477,0.37234808238380157,0.2083786281759856,9.165552189186048,4.795790545596741,7.419979923661835,-0.3002227243836616,0.5128726232296763,0.3027054261550123,K_Scratch
80,340,680,1166,13517,222,430,688035,62,228,875,1,0,91,0.5450417310863747,0.22369056350882655,0.19025885493494726,0.0489106010794773,0.4144822609044232,0.307055376226457,0.11530651155724046,9.511777409660299,5.564520407322694,6.18826412308259,0.12639064631584915,1.0,0.3803123692458213,Bumps
387,612,3386,4320,19638,253,951,1670548,48,219,1138,0,1,99,0.4059904595822036,0.3519241649022127,0.08962780595389502,0.24000104452910442,0.32108283028741813,0.18879378869648716,0.03951450857372807,9.885272664115224,5.420534999272286,6.840546529288687,-0.4351423980629532,1.0,0.4713495847308602,Other_Faults
375,406,882,1204,3481,34,289,511157,15,230,1009,1,0,109,0.6446084291130695,0.2421005327770746,0.1438163645218391,0.09203297985664236,0.24118340138094263,0.26745235716736354,0.10021498970063077,8.155362120328135,3.4657359027997265,5.777652323222656,-0.5569834597973247,1.0,0.13650370147737012,Z_Scratch
117,502,3104,4455,16224,320,1261,2075147,68,245,1358,0,1,74,0.47526741042513176,0.28501770203352245,0.3161410768188199,0.05969764168783104,0.26733354564091205,0.3128289294271614,0.030411869265947744,9.69430854157229,5.955837369464831,7.20934025660291,-0.38912767786318325,1.0,0.4241667518582468,Other_Faults
201,571,4664,6089,8554,305,1435,848159,68,220,1530,0,1,71,0.22552061173648816,0.12186652854737993,0.241519848779445,0.0805601268202822,0.21498466595890006,0.279864622216095,0.29056119950996767,9.054271186326293,5.916202062607435,7.262628600974241,-0.09500718032206945,1.0,0.2797446027408139,Bumps
156,395,2600,3559,6267,257,942,626523,65,209,1108,1,0,61,0.8682590873722653,0.2472809898600668,0.22534323746945656,0.20161681162567602,0.33342278692992744,0.2340146768456972,0.07485731005147458,8.74321260347591,5.480638923341991,6.866933284461882,-0.5401666779697147,1.0,0.22152741972426468,K_Scratch
308,396,4757,5713,10468,101,842,1699295,24,207,1248,0,1,80,0.5931827820408572,0.23969652621141807,0.4698257556467541,0.06614510804199122,0.39029036414564133,0.266037157297054,0.22182246894939353,9.256173788319355,4.48863636973214,6.863803391452954,0.1511361267621677,1.0,0.3221680238746758,Pastry
329,708,1818,1881,23877,352,72,1080873,24,207,1166,0,1,72,0.6019998734255181,0.20343474301076647,0.4981311432624384,0.06875158536424864,0.31875038635041786,0.284736433883814,0.21026029075842959,10.080712811905334,5.940171252720432,4.1588830833596715,0.07614130526385424,1.0,0.520167255768422,Other_Faults
244,404,1134,2647,9921,186,1228,908065,61,237,960,0,1,41,0.24218736607067531,0.16656220513188946,0.4424821540902939,0.1149852718926604,0.29740039686176334,0.14915666684872575,0.2360308510071382,9.202509792860994,5.081404364984463,7.322510433997394,0.5824967357900132,1.0,0.3105626437189618,Pastry
